Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,China mainland,China mainland 5GB 30Days (nonhkip),Data in Total,$3.52 ,$7.04 ,CN,5,30,CN_5_30_nonhkip,CN,PJ21HG5FJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
Single,China mainland,China mainland 5GB/Day,Daily Unlimited,$2.40 ,$4.80 ,CN,5,1,CN_5_Daily,CN,P78LXV6UX,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China mainland 5GB/Day (nonhkip),Daily Unlimited,$3.52 ,$7.04 ,CN,5,1,CN_5_Daily_nonhkip,CN,P468CPENH,First Network Connection,180,3G/4G/5G,Non-reloadable,SG
Single,Colombia,Colombia 10GB 30Days,Data in Total,$19.50 ,$39.00 ,CO,10,30,CO_10_30,CO,CKH351,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 1GB 7Days,Data in Total,$2.65 ,$5.30 ,CO,1,7,CO_1_7,CO,CKH303,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 20GB 30Days,Data in Total,$37.00 ,$74.00 ,CO,20,30,CO_20_30,CO,CKH877,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 3GB 15Days,Data in Total,$6.90 ,$13.80 ,CO,3,15,CO_3_15,CO,CKH319,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 5GB 30Days,Data in Total,$11.20 ,$22.40 ,CO,5,30,CO_5_30,CO,CKH335,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Costa Rica,Costa Rica 10GB 30Days,Data in Total,$18.50 ,$37.00 ,CR,10,30,CR_10_30,CR,CKH352,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Costa Rica,Costa Rica 1GB 7Days,Data in Total,$1.92 ,$3.84 ,CR,1,7,CR_1_7,CR,CKH304,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Costa Rica,Costa Rica 20GB 30Days,Data in Total,$34.00 ,$68.00 ,CR,20,30,CR_20_30,CR,CKH940,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Costa Rica,Costa Rica 3GB 15Days,Data in Total,$5.42 ,$10.84 ,CR,3,15,CR_3_15,CR,CKH320,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Costa Rica,Costa Rica 5GB 30Days,Data in Total,$12.00 ,$24.00 ,CR,5,30,CR_5_30,CR,CKH336,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Cote d'Ivoire,Cote d'Ivoire 10GB 30Days,Data in Total,$38.82 ,$77.64 ,CI,10,30,CI_10_30,CI,CKH461,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Cote d'Ivoire,Cote d'Ivoire 1GB 7Days,Data in Total,$5.10 ,$10.20 ,CI,1,7,CI_1_7,CI,CKH374,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Cote d'Ivoire,Cote d'Ivoire 3GB 15Days,Data in Total,$13.59 ,$27.18 ,CI,3,15,CI_3_15,CI,CKH403,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Cote d'Ivoire,Cote d'Ivoire 5GB 30Days,Data in Total,$22.65 ,$45.30 ,CI,5,30,CI_5_30,CI,CKH432,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Croatia,Croatia 10GB 30Days,Data in Total,$6.10 ,$12.20 ,HR,10,30,HR_10_30,HR,CKH162,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 10GB/Day,Daily Unlimited,$5.30 ,$10.60 ,HR,10,1,HR_10_Daily,HR,PV192RTLE,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Croatia,Croatia 1GB 7Days,Data in Total,$0.90 ,$1.80 ,HR,1,7,HR_1_7,HR,CKH160,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 1GB/Day FUP1Mbps,Daily Unlimited,$0.90 ,$1.80 ,HR,1,1,HR_1_Daily_1Mbps,HR,P0JR6TMV5,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Croatia,Croatia 20GB 30Days,Data in Total,$9.60 ,$19.20 ,HR,20,30,HR_20_30,HR,CKH539,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 2GB/Day FUP1Mbps,Daily Unlimited,$1.70 ,$3.40 ,HR,2,1,HR_2_Daily_1Mbps,HR,PZWN7B4Y8,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Croatia,Croatia 3GB 15Days,Data in Total,$2.20 ,$4.40 ,HR,3,15,HR_3_15,HR,CKH161,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 3GB 30Days,Data in Total,$2.30 ,$4.60 ,HR,3,30,HR_3_30,HR,CKH079,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 50GB 180Days,Data in Total,$28.00 ,$56.00 ,HR,50,180,HR_50_180,HR,PQCZMPBQD,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Croatia,Croatia 5GB 30Days,Data in Total,$3.40 ,$6.80 ,HR,5,30,HR_5_30,HR,CKH118,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Curaçao,Curaçao 10GB/Day,Daily Unlimited,$35.75 ,$71.50 ,CW,10,1,CW_10_Daily,CW,PC3N49FCI,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 1GB/Day,Daily Unlimited,$4.68 ,$9.36 ,CW,1,1,CW_1_Daily,CW,PG1P5ISYE,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 2GB/Day,Daily Unlimited,$8.80 ,$17.60 ,CW,2,1,CW_2_Daily,CW,PJJRSAN91,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 3GB 30Days,Data in Total,$14.03 ,$28.06 ,CW,3,30,CW_3_30,CW,PTEGICFZN,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Curaçao,Curaçao 500MB/Day,Daily Unlimited,$2.82 ,$5.64 ,CW,0,1,CW_0.5_Daily,CW,P14HB9COE,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cyprus,Cyprus 10GB 30Days,Data in Total,$6.10 ,$12.20 ,CY,10,30,CY_10_30,CY,CKH210,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 10GB/Day,Daily Unlimited,$4.90 ,$9.80 ,CY,10,1,CY_10_Daily,CY,PJGY6DX08,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Cyprus,Cyprus 1GB 7Days,Data in Total,$0.90 ,$1.80 ,CY,1,7,CY_1_7,CY,CKH208,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,CY,1,1,CY_1_Daily_1Mbps,CY,PB134YYYF,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Cyprus,Cyprus 20GB 30Days,Data in Total,$11.80 ,$23.60 ,CY,20,30,CY_20_30,CY,CKH708,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,CY,2,1,CY_2_Daily_1Mbps,CY,PQV1DL38L,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Cyprus,Cyprus 3GB 15Days,Data in Total,$2.20 ,$4.40 ,CY,3,15,CY_3_15,CY,CKH209,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 3GB 30Days,Data in Total,$2.30 ,$4.60 ,CY,3,30,CY_3_30,CY,CKH080,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 50GB 180Days,Data in Total,$30.00 ,$60.00 ,CY,50,180,CY_50_180,CY,PXHQDYUBO,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Cyprus,Cyprus 5GB 30Days,Data in Total,$3.40 ,$6.80 ,CY,5,30,CY_5_30,CY,CKH119,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 10GB 30Days,Data in Total,$6.10 ,$12.20 ,CZ,10,30,CZ_10_30,CZ,CKH165,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 10GB/Day,Daily Unlimited,$4.90 ,$9.80 ,CZ,10,1,CZ_10_Daily,CZ,PYNUA5Q03,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Czech Republic,Czech Republic 1GB 7Days,Data in Total,$0.85 ,$1.70 ,CZ,1,7,CZ_1_7,CZ,CKH163,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,CZ,1,1,CZ_1_Daily_1Mbps,CZ,PAGN02Z5S,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Czech Republic,Czech Republic 20GB 30Days,Data in Total,$9.90 ,$19.80 ,CZ,20,30,CZ_20_30,CZ,CKH541,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,CZ,2,1,CZ_2_Daily_1Mbps,CZ,PCLV8G3X5,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Czech Republic,Czech Republic 3GB 15Days,Data in Total,$2.20 ,$4.40 ,CZ,3,15,CZ_3_15,CZ,CKH164,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 3GB 30Days,Data in Total,$2.30 ,$4.60 ,CZ,3,30,CZ_3_30,CZ,CKH081,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 50GB 180Days,Data in Total,$30.00 ,$60.00 ,CZ,50,180,CZ_50_180,CZ,PVFLCUSP6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Czech Republic,Czech Republic 5GB 30Days,Data in Total,$3.40 ,$6.80 ,CZ,5,30,CZ_5_30,CZ,CKH120,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 10GB 30Days,Data in Total,$42.62 ,$85.24 ,CD,10,30,CD_10_30,CD,CKH460,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 1GB 7Days,Data in Total,$5.25 ,$10.50 ,CD,1,7,CD_1_7,CD,CKH373,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 3GB 15Days,Data in Total,$14.01 ,$28.02 ,CD,3,15,CD_3_15,CD,CKH402,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 5GB 30Days,Data in Total,$23.35 ,$46.70 ,CD,5,30,CD_5_30,CD,CKH431,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 10GB 30Days,Data in Total,$6.10 ,$12.20 ,DK,10,30,DK_10_30,DK,CKH168,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 1GB 7Days,Data in Total,$0.70 ,$1.40 ,DK,1,7,DK_1_7,DK,CKH166,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,DK,1,1,DK_1_Daily_1Mbps,DK,PDTVH26Z0,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Denmark,Denmark 20GB 30Days,Data in Total,$9.60 ,$19.20 ,DK,20,30,DK_20_30,DK,CKH543,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 2GB/Day FUP1Mbps,Daily Unlimited,$1.50 ,$3.00 ,DK,2,1,DK_2_Daily_1Mbps,DK,PBQ5ZR70L,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Denmark,Denmark 3GB 15Days,Data in Total,$1.95 ,$3.90 ,DK,3,15,DK_3_15,DK,CKH167,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 3GB 30Days,Data in Total,$1.99 ,$3.98 ,DK,3,30,DK_3_30,DK,CKH082,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 50GB 180Days,Data in Total,$22.00 ,$44.00 ,DK,50,180,DK_50_180,DK,PJJEKFZJ0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Denmark,Denmark 5GB 30Days,Data in Total,$3.40 ,$6.80 ,DK,5,30,DK_5_30,DK,CKH121,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Dominican Republic,Dominican Republic 10GB 30Days,Data in Total,$15.69 ,$31.38 ,DO,10,30,DO_10_30,DO,JC161,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 10GB/Day,Daily Unlimited,$14.68 ,$29.36 ,DO,10,1,DO_10_Daily,DO,PKOJ0EAU0,First Network Connection,180,3G/4G,Non-reloadable,
Single,Dominican Republic,Dominican Republic 1GB 7Days,Data in Total,$1.88 ,$3.76 ,DO,1,7,DO_1_7,DO,JC158,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 20GB 30Days,Data in Total,$31.38 ,$62.76 ,DO,20,30,DO_20_30,DO,JC162,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 3GB 15Days,Data in Total,$5.34 ,$10.68 ,DO,3,15,DO_3_15,DO,JC159,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 5GB 30Days,Data in Total,$8.37 ,$16.74 ,DO,5,30,DO_5_30,DO,JC160,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Ecuador,Ecuador 10GB 30Days,Data in Total,$14.89 ,$29.78 ,EC,10,30,EC_10_30,EC,CKH353,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Ecuador,Ecuador 1GB 7Days,Data in Total,$2.03 ,$4.06 ,EC,1,7,EC_1_7,EC,CKH305,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Ecuador,Ecuador 1GB/Day,Daily Unlimited,$2.10 ,$4.20 ,EC,1,1,EC_1_Daily,EC,P64J3GNXP,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ecuador,Ecuador 20GB 30Days,Data in Total,$29.26 ,$58.52 ,EC,20,30,EC_20_30,EC,CKH883,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ecuador,Ecuador 2GB/Day,Daily Unlimited,$3.94 ,$7.88 ,EC,2,1,EC_2_Daily,EC,P8ZVT0S5U,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ecuador,Ecuador 3GB 15Days,Data in Total,$5.40 ,$10.80 ,EC,3,15,EC_3_15,EC,CKH321,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Ecuador,Ecuador 3GB 30Days,Data in Total,$5.73 ,$11.46 ,EC,3,30,EC_3_30,EC,P46CMFX3N,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Ecuador,Ecuador 500MB/Day,Daily Unlimited,$1.26 ,$2.52 ,EC,0,1,EC_0.5_Daily,EC,PN6DN7XG8,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ecuador,Ecuador 5GB 30Days,Data in Total,$9.00 ,$18.00 ,EC,5,30,EC_5_30,EC,CKH337,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Egypt,Egypt 10GB 30Days,Data in Total,$12.20 ,$24.40 ,EG,10,30,EG_10_30,EG,MB039,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Egypt,Egypt 10GB/Day,Daily Unlimited,$10.70 ,$21.40 ,EG,10,1,EG_10_Daily,EG,PFLV2TZ56,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 1GB 7Days,Data in Total,$1.80 ,$3.60 ,EG,1,7,EG_1_7,EG,MB024,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Egypt,Egypt 1GB/Day,Daily Unlimited,$1.70 ,$3.40 ,EG,1,1,EG_1_Daily,EG,PK564ELYK,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 1GB/Day FUP1Mbps,Daily Unlimited,$1.80 ,$3.60 ,EG,1,1,EG_1_Daily_1Mbps,EG,P20K8YNQP,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 2GB/Day FUP1Mbps,Daily Unlimited,$3.50 ,$7.00 ,EG,2,1,EG_2_Daily_1Mbps,EG,PCSUT8L90,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 3GB 15Days,Data in Total,$4.60 ,$9.20 ,EG,3,15,EG_3_15,EG,MB029,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Egypt,Egypt 500MB/Day,Daily Unlimited,$1.00 ,$2.00 ,EG,0,1,EG_0.5_Daily,EG,P6XTH0M8D,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 5GB 30Days,Data in Total,$8.80 ,$17.60 ,EG,5,30,EG_5_30,EG,MB034,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,El Salvador,El Salvador 1GB 7Days,Data in Total,$1.89 ,$3.78 ,SV,1,7,SV_1_7,SV,CKH306,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,El Salvador,El Salvador 3GB 15Days,Data in Total,$6.65 ,$13.30 ,SV,3,15,SV_3_15,SV,CKH322,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,El Salvador,El Salvador 5GB 30Days,Data in Total,$12.13 ,$24.26 ,SV,5,30,SV_5_30,SV,CKH338,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Estonia,Estonia 10GB 30Days,Data in Total,$6.10 ,$12.20 ,EE,10,30,EE_10_30,EE,CKH213,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 1GB 7Days,Data in Total,$0.90 ,$1.80 ,EE,1,7,EE_1_7,EE,CKH211,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 20GB 30Days,Data in Total,$10.60 ,$21.20 ,EE,20,30,EE_20_30,EE,CKH710,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 3GB 15Days,Data in Total,$2.20 ,$4.40 ,EE,3,15,EE_3_15,EE,CKH212,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 3GB 30Days,Data in Total,$2.30 ,$4.60 ,EE,3,30,EE_3_30,EE,CKH083,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 50GB 180Days,Data in Total,$30.00 ,$60.00 ,EE,50,180,EE_50_180,EE,PF1EBHZY5,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Estonia,Estonia 5GB 30Days,Data in Total,$3.40 ,$6.80 ,EE,5,30,EE_5_30,EE,CKH122,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Eswatini,Eswatini 10GB 30Days,Data in Total,$69.00 ,$138.00 ,SZ,10,30,SZ_10_30,SZ,CKH476,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Eswatini,Eswatini 1GB 7Days,Data in Total,$8.40 ,$16.80 ,SZ,1,7,SZ_1_7,SZ,CKH389,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Eswatini,Eswatini 1GB/Day,Daily Unlimited,$8.11 ,$16.22 ,SZ,1,1,SZ_1_Daily,SZ,P4EFAKF51,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Eswatini,Eswatini 3GB 15Days,Data in Total,$22.47 ,$44.94 ,SZ,3,15,SZ_3_15,SZ,CKH418,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Eswatini,Eswatini 5GB 30Days,Data in Total,$36.51 ,$73.02 ,SZ,5,30,SZ_5_30,SZ,CKH447,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 10GB 30Days,Data in Total,$4.70 ,$9.40 ,FI,10,30,FI_10_30,FI,CKH216,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 10GB/Day,Daily Unlimited,$4.90 ,$9.80 ,FI,10,1,FI_10_Daily,FI,PBTS2F09C,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Finland,Finland 1GB 7Days,Data in Total,$0.70 ,$1.40 ,FI,1,7,FI_1_7,FI,CKH214,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,FI,1,1,FI_1_Daily_1Mbps,FI,PZ83G6MUZ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Finland,Finland 20GB 30Days,Data in Total,$9.00 ,$18.00 ,FI,20,30,FI_20_30,FI,CKH712,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,FI,2,1,FI_2_Daily_1Mbps,FI,P9XZV17PJ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Finland,Finland 3GB 15Days,Data in Total,$1.70 ,$3.40 ,FI,3,15,FI_3_15,FI,CKH215,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 3GB 30Days,Data in Total,$1.80 ,$3.60 ,FI,3,30,FI_3_30,FI,CKH084,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 50GB 180Days,Data in Total,$28.00 ,$56.00 ,FI,50,180,FI_50_180,FI,PU4UANEPA,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Finland,Finland 5GB 30Days,Data in Total,$2.70 ,$5.40 ,FI,5,30,FI_5_30,FI,CKH123,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,France,France 10GB 30Days,Data in Total,$4.70 ,$9.40 ,FR,10,30,FR_10_30,FR,CKH992,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL/FR
Single,France,France 1GB 7Days,Data in Total,$0.70 ,$1.40 ,FR,1,7,FR_1_7,FR,CKH990,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL/FR
Single,France,France 1GB/Day,Daily Unlimited,$0.65 ,$1.30 ,FR,1,1,FR_1_Daily,FR,PG0H26XJA,First Network Connection,180,3G/4G/5G,Non-reloadable,NL/FR
Single,France,France 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,FR,1,1,FR_1_Daily_1Mbps,FR,P0D78YBHE,First Network Connection,180,3G/4G/5G,Non-reloadable,NL/FR
Single,France,France 20GB 30Days,Data in Total,$8.20 ,$16.40 ,FR,20,30,FR_20_30,FR,CKH1005,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL/FR
Single,France,France 2GB/Day,Daily Unlimited,$1.20 ,$2.40 ,FR,2,1,FR_2_Daily,FR,P05WBGPG2,First Network Connection,180,3G/4G/5G,Non-reloadable,NL/FR
Single,France,France 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,FR,2,1,FR_2_Daily_1Mbps,FR,PWKCM5B08,First Network Connection,180,3G/4G/5G,Non-reloadable,NL/FR
Single,France,France 3GB 15Days,Data in Total,$1.70 ,$3.40 ,FR,3,15,FR_3_15,FR,CKH991,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL/FR
