Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Belgium,Belgium 50GB 180Days,Data in Total,$22.00 ,$44.00 ,BE,50,180,BE_50_180,BE,PJ4UJHAJC,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Belgium,Belgium 5GB 30Days,Data in Total,$3.40 ,$6.80 ,BE,5,30,BE_5_30,BE,CKH116,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bermuda,Bermuda 10GB/Day,Daily Unlimited,$38.29 ,$76.58 ,BM,10,1,BM_10_Daily,BM,PE82PUUP9,First Network Connection,180,3G/4G,Non-reloadable,
Single,Bolivia,Bolivia 10GB 30Days,Data in Total,$39.54 ,$79.08 ,BO,10,30,BO_10_30,BO,CKH300,First Network Connection,180,3G/4G/5G,Non-reloadable,IL
Single,Bolivia,Bolivia 1GB 7Days,Data in Total,$4.94 ,$9.88 ,BO,1,7,BO_1_7,BO,CKH297,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Bolivia,Bolivia 20GB 30Days,Data in Total,$79.08 ,$158.16 ,BO,20,30,BO_20_30,BO,CKH831,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Bolivia,Bolivia 3GB 15Days,Data in Total,$14.01 ,$28.02 ,BO,3,15,BO_3_15,BO,CKH298,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Bolivia,Bolivia 5GB 30Days,Data in Total,$21.97 ,$43.94 ,BO,5,30,BO_5_30,BO,CKH299,First Network Connection,180,3G/4G/5G,Non-reloadable,IL
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 10GB 30Days,Data in Total,$12.45 ,$24.90 ,BA,10,30,BA_10_30,BA,CKH1034,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 10GB/Day,Daily Unlimited,$9.38 ,$18.76 ,BA,10,1,BA_10_Daily,BA,PW3D60JWB,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 1GB 7Days,Data in Total,$1.54 ,$3.08 ,BA,1,7,BA_1_7,BA,CKH531,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 1GB/Day FUP1Mbps,Daily Unlimited,$1.62 ,$3.24 ,BA,1,1,BA_1_Daily_1Mbps,BA,P48ESVKK7,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 20GB 30Days,Data in Total,$22.46 ,$44.92 ,BA,20,30,BA_20_30,BA,CKH1035,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 2GB/Day FUP1Mbps,Daily Unlimited,$3.07 ,$6.14 ,BA,2,1,BA_2_Daily_1Mbps,BA,P7J4FUJL0,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 3GB 15Days,Data in Total,$4.10 ,$8.20 ,BA,3,15,BA_3_15,BA,CKH563,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 5GB 30Days,Data in Total,$6.82 ,$13.64 ,BA,5,30,BA_5_30,BA,CKH564,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Botswana,Botswana 10GB 30Days,Data in Total,$40.49 ,$80.98 ,BW,10,30,BW_10_30,BW,CKH455,First Network Connection,180,3G/4G,Non-reloadable,
Single,Botswana,Botswana 10GB/Day,Daily Unlimited,$32.31 ,$64.62 ,BW,10,1,BW_10_Daily,BW,PS5U6MD3V,First Network Connection,180,3G/4G,Non-reloadable,
Single,Botswana,Botswana 1GB 7Days,Data in Total,$4.95 ,$9.90 ,BW,1,7,BW_1_7,BW,CKH368,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Botswana,Botswana 1GB/Day,Daily Unlimited,$4.23 ,$8.46 ,BW,1,1,BW_1_Daily,BW,PMCE39X6B,First Network Connection,180,3G/4G,Non-reloadable,
Single,Botswana,Botswana 20GB 30Days,Data in Total,$75.49 ,$150.98 ,BW,20,30,BW_20_30,BW,CKH866,First Network Connection,180,3G/4G,Non-reloadable,
Single,Botswana,Botswana 2GB/Day,Daily Unlimited,$7.95 ,$15.90 ,BW,2,1,BW_2_Daily,BW,P379YOI1F,First Network Connection,180,3G/4G,Non-reloadable,
Single,Botswana,Botswana 3GB 15Days,Data in Total,$14.03 ,$28.06 ,BW,3,15,BW_3_15,BW,CKH397,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Botswana,Botswana 3GB 30Days,Data in Total,$14.37 ,$28.74 ,BW,3,30,BW_3_30,BW,PS4TPE52R,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Botswana,Botswana 500MB/Day,Daily Unlimited,$2.55 ,$5.10 ,BW,0,1,BW_0.5_Daily,BW,PNFR7T7IO,First Network Connection,180,3G/4G,Non-reloadable,
Single,Botswana,Botswana 5GB 30Days,Data in Total,$23.11 ,$46.22 ,BW,5,30,BW_5_30,BW,CKH426,First Network Connection,180,3G/4G,Non-reloadable,
Single,Brazil,Brazil 10GB 30Days,Data in Total,$14.24 ,$28.48 ,BR,10,30,BR_10_30,BR,CKH349,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 10GB/Day,Daily Unlimited,$13.30 ,$26.60 ,BR,10,1,BR_10_Daily,BR,P145CUGWC,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brazil,Brazil 1GB 7Days,Data in Total,$2.06 ,$4.12 ,BR,1,7,BR_1_7,BR,CKH301,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 1GB/Day,Daily Unlimited,$1.84 ,$3.68 ,BR,1,1,BR_1_Daily,BR,PT5G8VBW7,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brazil,Brazil 1GB/Day FUP1Mbps,Daily Unlimited,$2.30 ,$4.60 ,BR,1,1,BR_1_Daily_1Mbps,BR,P5K87BPCC,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brazil,Brazil 20GB 30Days,Data in Total,$23.75 ,$47.50 ,BR,20,30,BR_20_30,BR,CKH860,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 2GB/Day FUP1Mbps,Daily Unlimited,$4.30 ,$8.60 ,BR,2,1,BR_2_Daily_1Mbps,BR,P1L5XT3HF,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brazil,Brazil 3GB 15Days,Data in Total,$5.00 ,$10.00 ,BR,3,15,BR_3_15,BR,CKH317,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 500MB/Day,Daily Unlimited,$1.08 ,$2.16 ,BR,0,1,BR_0.5_Daily,BR,P74QTP3AR,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brazil,Brazil 50GB 30Days,Data in Total,$58.50 ,$117.00 ,BR,50,30,BR_50_30,BR,CKH861,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 5GB 30Days,Data in Total,$8.32 ,$16.64 ,BR,5,30,BR_5_30,BR,CKH333,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 5GB/Day,Daily Unlimited,$5.74 ,$11.48 ,BR,5,1,BR_5_Daily,BR,PUQ2TP57A,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brunei Darussalam,Brunei Darussalam 10GB 30Days,Data in Total,$38.60 ,$77.20 ,BN,10,30,BN_10_30,BN,CKH836,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Brunei Darussalam,Brunei Darussalam 1GB 7Days,Data in Total,$4.60 ,$9.20 ,BN,1,7,BN_1_7,BN,CKH833,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Brunei Darussalam,Brunei Darussalam 1GB/Day,Daily Unlimited,$4.50 ,$9.00 ,BN,1,1,BN_1_Daily,BN,PU2ENL69H,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Brunei Darussalam,Brunei Darussalam 20GB 30Days,Data in Total,$50.00 ,$100.00 ,BN,20,30,BN_20_30,BN,CKH837,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Brunei Darussalam,Brunei Darussalam 3GB 15Days,Data in Total,$11.20 ,$22.40 ,BN,3,15,BN_3_15,BN,CKH834,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Brunei Darussalam,Brunei Darussalam 3GB 30Days,Data in Total,$11.40 ,$22.80 ,BN,3,30,BN_3_30,BN,P5X4PKYN3,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Brunei Darussalam,Brunei Darussalam 500MB/Day,Daily Unlimited,$3.00 ,$6.00 ,BN,0,1,BN_0.5_Daily,BN,PRWWKX908,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Bulgaria,Bulgaria 10GB 30Days,Data in Total,$6.10 ,$12.20 ,BG,10,30,BG_10_30,BG,CKH207,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bulgaria,Bulgaria 10GB/Day,Daily Unlimited,$4.90 ,$9.80 ,BG,10,1,BG_10_Daily,BG,P2JRWV73Q,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Bulgaria,Bulgaria 1GB 7Days,Data in Total,$0.90 ,$1.80 ,BG,1,7,BG_1_7,BG,CKH205,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bulgaria,Bulgaria 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,BG,1,1,BG_1_Daily_1Mbps,BG,PMAD791RY,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Bulgaria,Bulgaria 20GB 30Days,Data in Total,$11.90 ,$23.80 ,BG,20,30,BG_20_30,BG,CKH718,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bulgaria,Bulgaria 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,BG,2,1,BG_2_Daily_1Mbps,BG,PSX5QZ9M3,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Bulgaria,Bulgaria 3GB 15Days,Data in Total,$2.20 ,$4.40 ,BG,3,15,BG_3_15,BG,CKH206,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bulgaria,Bulgaria 3GB 30Days,Data in Total,$2.30 ,$4.60 ,BG,3,30,BG_3_30,BG,CKH078,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bulgaria,Bulgaria 50GB 180Days,Data in Total,$30.00 ,$60.00 ,BG,50,180,BG_50_180,BG,PQQINSIX3,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Bulgaria,Bulgaria 50GB 30Days,Data in Total,$36.00 ,$72.00 ,BG,50,30,BG_50_30,BG,CKH719,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Bulgaria,Bulgaria 5GB 30Days,Data in Total,$3.20 ,$6.40 ,BG,5,30,BG_5_30,BG,CKH117,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Burkina Faso,Burkina Faso 10GB 30Days,Data in Total,$42.36 ,$84.72 ,BF,10,30,BF_10_30,BF,CKH868,First Network Connection,180,3G/4G,Non-reloadable,
Single,Burkina Faso,Burkina Faso 10GB/Day,Daily Unlimited,$35.81 ,$71.62 ,BF,10,1,BF_10_Daily,BF,PG5ITR69V,First Network Connection,180,3G/4G,Non-reloadable,
Single,Burkina Faso,Burkina Faso 1GB 7Days,Data in Total,$5.30 ,$10.60 ,BF,1,7,BF_1_7,BF,CKH521,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Burkina Faso,Burkina Faso 1GB/Day,Daily Unlimited,$5.37 ,$10.74 ,BF,1,1,BF_1_Daily,BF,PM2Y2EI9U,First Network Connection,180,3G/4G,Non-reloadable,
Single,Burkina Faso,Burkina Faso 20GB 30Days,Data in Total,$79.63 ,$159.26 ,BF,20,30,BF_20_30,BF,CKH869,First Network Connection,180,3G/4G,Non-reloadable,
Single,Burkina Faso,Burkina Faso 2GB/Day,Daily Unlimited,$10.10 ,$20.20 ,BF,2,1,BF_2_Daily,BF,P5YZXB5K2,First Network Connection,180,3G/4G,Non-reloadable,
Single,Burkina Faso,Burkina Faso 3GB 15Days,Data in Total,$15.01 ,$30.02 ,BF,3,15,BF_3_15,BF,CKH572,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Burkina Faso,Burkina Faso 3GB 30Days,Data in Total,$15.15 ,$30.30 ,BF,3,30,BF_3_30,BF,PPXAIOHF3,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Burkina Faso,Burkina Faso 500MB/Day,Daily Unlimited,$3.24 ,$6.48 ,BF,0,1,BF_0.5_Daily,BF,PQ9KBE9LL,First Network Connection,180,3G/4G,Non-reloadable,
Single,Burkina Faso,Burkina Faso 5GB 30Days,Data in Total,$23.54 ,$47.08 ,BF,5,30,BF_5_30,BF,CKH573,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Cambodia,Cambodia 10GB 30Days,Data in Total,$10.44 ,$20.88 ,KH,10,30,KH_10_30,KH,JC149,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cambodia,Cambodia 1GB 7Days,Data in Total,$1.29 ,$2.58 ,KH,1,7,KH_1_7,KH,JC109,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cambodia,Cambodia 1GB/Day,Daily Unlimited,$1.14 ,$2.28 ,KH,1,1,KH_1_Daily,KH,PN31AMMA7,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Cambodia,Cambodia 20GB 30Days,Data in Total,$19.17 ,$38.34 ,KH,20,30,KH_20_30,KH,JC150,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cambodia,Cambodia 3GB 15Days,Data in Total,$3.43 ,$6.86 ,KH,3,15,KH_3_15,KH,JC115,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cambodia,Cambodia 3GB 30Days,Data in Total,$3.65 ,$7.30 ,KH,3,30,KH_3_30,KH,PKP0J85GD,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cambodia,Cambodia 500MB/Day,Daily Unlimited,$0.73 ,$1.46 ,KH,0,1,KH_0.5_Daily,KH,PF4W7T3DU,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Cambodia,Cambodia 5GB 30Days,Data in Total,$5.72 ,$11.44 ,KH,5,30,KH_5_30,KH,JC116,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cameroon,Cameroon 10GB/Day,Daily Unlimited,$35.19 ,$70.38 ,CM,10,1,CM_10_Daily,CM,PPUJTZTTA,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cameroon,Cameroon 1GB 7Days,Data in Total,$4.50 ,$9.00 ,CM,1,7,CM_1_7,CM,CKH526,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Cameroon,Cameroon 1GB/Day,Daily Unlimited,$4.60 ,$9.20 ,CM,1,1,CM_1_Daily,CM,P8D520GSP,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cameroon,Cameroon 2GB/Day,Daily Unlimited,$8.66 ,$17.32 ,CM,2,1,CM_2_Daily,CM,P84PDU731,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cameroon,Cameroon 3GB 15Days,Data in Total,$13.09 ,$26.18 ,CM,3,15,CM_3_15,CM,CKH575,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Cameroon,Cameroon 3GB 30Days,Data in Total,$13.81 ,$27.62 ,CM,3,30,CM_3_30,CM,P71XOQE6V,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Cameroon,Cameroon 500MB/Day,Daily Unlimited,$2.78 ,$5.56 ,CM,0,1,CM_0.5_Daily,CM,POI2LIMBM,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cameroon,Cameroon 5GB 30Days,Data in Total,$20.53 ,$41.06 ,CM,5,30,CM_5_30,CM,CKH576,First Network Connection,180,3G/4G,Non-reloadable,
Single,Canada,Canada 10GB 30Days,Data in Total,$9.90 ,$19.80 ,CA,10,30,CA_10_30,CA,CKH778,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 10GB 30Days Premium,Data in Total,$20.70 ,$41.40 ,CA,10,30,CA_10_30_Premium,CA,P8Y62PNZU,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Canada,Canada 1GB 7Days,Data in Total,$1.50 ,$3.00 ,CA,1,7,CA_1_7,CA,CKH516,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 1GB 7Days Premium,Data in Total,$2.50 ,$5.00 ,CA,1,7,CA_1_7_Premium,CA,PJX7F06LT,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Canada,Canada 1GB/Day FUP1Mbps,Daily Unlimited,$1.70 ,$3.40 ,CA,1,1,CA_1_Daily_1Mbps,CA,P7JE5U8RB,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,Canada,Canada 1GB/Day Premium,Daily Unlimited,$2.30 ,$4.60 ,CA,1,1,CA_1_Daily_Premium,CA,P9PL50ZMD,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Canada,Canada 20GB 30Days,Data in Total,$16.80 ,$33.60 ,CA,20,30,CA_20_30,CA,CKH779,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 20GB 30Days Premium,Data in Total,$38.60 ,$77.20 ,CA,20,30,CA_20_30_Premium,CA,PTRLH2A81,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Canada,Canada 2GB/Day FUP1Mbps,Daily Unlimited,$3.20 ,$6.40 ,CA,2,1,CA_2_Daily_1Mbps,CA,PWU08PW5S,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,Canada,Canada 2GB/Day Premium,Daily Unlimited,$3.90 ,$7.80 ,CA,2,1,CA_2_Daily_Premium,CA,PQLY31P4A,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Canada,Canada 3GB 15Days,Data in Total,$3.70 ,$7.40 ,CA,3,15,CA_3_15,CA,CKH578,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 3GB 15Days Premium,Data in Total,$6.70 ,$13.40 ,CA,3,15,CA_3_15_Premium,CA,P7WB63ADP,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Canada,Canada 3GB 30Days Premium,Data in Total,$7.10 ,$14.20 ,CA,3,30,CA_3_30_Premium,CA,P350METTD,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Canada,Canada 3GB/Day,Daily Unlimited,$5.40 ,$10.80 ,CA,3,1,CA_3_Daily,CA,P58GBEZQ3,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,Canada,Canada 500MB/Day,Daily Unlimited,$0.90 ,$1.80 ,CA,0,1,CA_0.5_Daily,CA,PPPTNR783,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,Canada,Canada 500MB/Day Premium,Daily Unlimited,$1.50 ,$3.00 ,CA,0,1,CA_0.5_Daily_Premium,CA,PHLT1TL69,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Canada,Canada 50GB 30Days,Data in Total,$38.92 ,$77.84 ,CA,50,30,CA_50_30,CA,PJV1FP85S,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 5GB 30Days,Data in Total,$5.70 ,$11.40 ,CA,5,30,CA_5_30,CA,CKH579,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 5GB 30Days Premium,Data in Total,$11.10 ,$22.20 ,CA,5,30,CA_5_30_Premium,CA,P7R6DFSG9,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Cayman Islands,Cayman lslands 10GB/Day,Daily Unlimited,$40.82 ,$81.64 ,KY,10,1,KY_10_Daily,KY,PR29WGQ6U,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Central African Republic,Central African Republic 1GB 7Days,Data in Total,$7.10 ,$14.20 ,CF,1,7,CF_1_7,CF,CKH370,First Network Connection,180,3G,Data Reloadable for same area within validitity,UK/NO
Single,Central African Republic,Central African Republic 3GB 15Days,Data in Total,$17.60 ,$35.20 ,CF,3,15,CF_3_15,CF,CKH399,First Network Connection,180,3G,Data Reloadable for same area within validitity,UK/NO
Single,Central African Republic,Central African Republic 5GB 30Days,Data in Total,$43.31 ,$86.62 ,CF,5,30,CF_5_30,CF,CKH428,First Network Connection,180,3G,Data Reloadable for same area within validitity,UK/NO
Single,Chad,Chad 10GB 30Days,Data in Total,$36.50 ,$73.00 ,TD,10,30,TD_10_30,TD,CKH458,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Chad,Chad 1GB 7Days,Data in Total,$4.36 ,$8.72 ,TD,1,7,TD_1_7,TD,CKH371,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Chad,Chad 1GB/Day,Daily Unlimited,$4.66 ,$9.32 ,TD,1,1,TD_1_Daily,TD,P4QR97QYS,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Chad,Chad 20GB 30Days,Data in Total,$69.42 ,$138.84 ,TD,20,30,TD_20_30,TD,CKH873,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Chad,Chad 2GB/Day,Daily Unlimited,$8.78 ,$17.56 ,TD,2,1,TD_2_Daily,TD,PYWY4M28Z,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Chad,Chad 3GB 15Days,Data in Total,$12.36 ,$24.72 ,TD,3,15,TD_3_15,TD,CKH400,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Chad,Chad 500MB/Day,Daily Unlimited,$2.81 ,$5.62 ,TD,0,1,TD_0.5_Daily,TD,PY8B9GKG5,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Chad,Chad 5GB 30Days,Data in Total,$19.40 ,$38.80 ,TD,5,30,TD_5_30,TD,CKH429,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 10GB 30Days,Data in Total,$15.18 ,$30.36 ,CL,10,30,CL_10_30,CL,CKH350,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 1GB 7Days,Data in Total,$1.82 ,$3.64 ,CL,1,7,CL_1_7,CL,CKH302,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 20GB 30Days,Data in Total,$27.87 ,$55.74 ,CL,20,30,CL_20_30,CL,CKH875,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 3GB 15Days,Data in Total,$4.99 ,$9.98 ,CL,3,15,CL_3_15,CL,CKH318,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 5GB 30Days,Data in Total,$8.32 ,$16.64 ,CL,5,30,CL_5_30,CL,CKH334,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,China mainland,China 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,CN,1,1,CN_1_Daily_1Mbps,CN,PVG1G9ZU2,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,CN,2,1,CN_2_Daily_1Mbps,CN,P8RG96ZRC,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China 3GB 30Days,Data in Total,$1.80 ,$3.60 ,CN,3,30,CN_3_30,CN,P0R7HML2W,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 50GB 180Days,Data in Total,$28.00 ,$56.00 ,CN,50,180,CN_50_180,CN,PXI7MA5MW,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China 50GB 30Days,Data in Total,$17.00 ,$34.00 ,CN,50,30,CN_50_30,CN,JC091,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China mainland 10GB 30Days (nonhkip),Data in Total,$6.78 ,$13.56 ,CN,10,30,CN_10_30_nonhkip,CN,PYEJ62J8F,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
Single,China mainland,China mainland 10GB/Day (nonhkip),Daily Unlimited,$4.84 ,$9.68 ,CN,10,1,CN_10_Daily_nonhkip,CN,P6U5JSNS2,First Network Connection,180,3G/4G/5G,Non-reloadable,SG
Single,China mainland,China mainland 1GB 7Days (nonhkip),Data in Total,$1.01 ,$2.02 ,CN,1,7,CN_1_7_nonhkip,CN,PW3XK1K7U,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
Single,China mainland,China mainland 1GB/Day (nonhkip),Daily Unlimited,$0.96 ,$1.92 ,CN,1,1,CN_1_Daily_nonhkip,CN,P6JDSP39N,First Network Connection,180,3G/4G/5G,Non-reloadable,SG
Single,China mainland,China mainland 20GB 30Days (nonhkip),Data in Total,$13.81 ,$27.62 ,CN,20,30,CN_20_30_nonhkip,CN,P0XPU6NY1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
Single,China mainland,China mainland 2GB/Day,Daily Unlimited,$1.20 ,$2.40 ,CN,2,1,CN_2_Daily,CN,PBUK9LV51,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China mainland 2GB/Day (nonhkip),Daily Unlimited,$1.76 ,$3.52 ,CN,2,1,CN_2_Daily_nonhkip,CN,PYWR9L63K,First Network Connection,180,3G/4G/5G,Non-reloadable,SG
Single,China mainland,China mainland 3GB 15Days (nonhkip),Data in Total,$2.42 ,$4.84 ,CN,3,15,CN_3_15_nonhkip,CN,PG2YTC5T6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
Single,China mainland,China mainland 3GB 30Days (nonhkip),Data in Total,$2.64 ,$5.28 ,CN,3,30,CN_3_30_nonhkip,CN,PGV5J0UT9,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
Single,China mainland,China mainland 3GB/Day (nonhkip),Daily Unlimited,$2.38 ,$4.76 ,CN,3,1,CN_3_Daily_nonhkip,CN,PZ594KWLT,First Network Connection,180,3G/4G/5G,Non-reloadable,SG
Single,China mainland,China mainland 500MB/Day (nonhkip),Daily Unlimited,$0.52 ,$1.04 ,CN,0,1,CN_0.5_Daily_nonhkip,CN,PBA7XW0H5,First Network Connection,180,3G/4G/5G,Non-reloadable,SG
Single,China mainland,China mainland 50GB 30Days (nonhkip),Data in Total,$28.60 ,$57.20 ,CN,50,30,CN_50_30_nonhkip,CN,PS30ZAQ7S,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG
